Folder1,Folder2,Name,Brick Type
Cropped Images,Brick_1x1,1_Brick_1x1_180708134212.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134219.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134225.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134233.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134243.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134251.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134259.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134306.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134312.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134318.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134324.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134334.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134342.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134356.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134407.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134412.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134515.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134523.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134535.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134543.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134549.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134558.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134612.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134621.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134634.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134647.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134701.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134708.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134714.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134722.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134729.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134737.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134744.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134750.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134802.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134808.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134817.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134830.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134836.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134846.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134932.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134940.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708134948.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135006.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135015.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135026.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135033.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135058.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135108.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135118.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135131.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135136.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135143.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135149.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135154.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135201.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135212.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135219.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135224.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135231.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135237.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135245.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135252.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135301.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135309.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135319.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135329.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135340.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135352.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135401.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135408.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135415.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135427.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135438.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135445.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135457.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135509.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135517.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135525.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135538.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135544.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135615.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135634.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135715.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135735.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135804.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135834.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135851.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180708135921.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214211.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214228.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214233.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214242.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214249.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214255.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214259.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214303.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214309.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214316.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214321.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214325.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214330.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214333.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214341.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214347.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214354.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214401.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214408.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214417.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214425.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214433.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214443.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214451.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214500.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214507.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214515.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214524.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214534.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214550.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214557.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214611.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214619.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214628.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214640.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214646.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214655.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214701.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214711.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214718.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214726.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214735.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214745.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214753.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214759.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214806.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214812.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214820.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214827.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214833.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214840.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214848.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214855.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214903.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214920.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214926.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214934.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214943.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714214951.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215002.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215010.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215023.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215032.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215038.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215046.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215101.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215113.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215124.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215133.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215140.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215148.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215155.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215202.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215209.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215217.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215223.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215233.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215241.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215249.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215257.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215304.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215337.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215400.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215410.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215413.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215419.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215426.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215435.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215453.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215507.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215520.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215529.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215543.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215553.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215605.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215618.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215627.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215640.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215649.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215701.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714215849.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714220039.jpg,Brick 1x1
Cropped Images,Brick_1x1,1_Brick_1x1_180714220226.jpg,Brick 1x1
Cropped Images,Brick_1x2,1_Brick_1x2_180708174559.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174608.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174615.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174626.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174636.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174653.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174702.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174717.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174730.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174740.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174759.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174810.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174915.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174924.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174933.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174942.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708174951.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175008.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175016.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175018.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175027.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175031.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175042.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175057.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175108.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175122.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175141.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175158.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175210.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175220.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175230.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175240.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175255.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175335.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175347.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175358.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175402.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175412.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175423.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175433.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175449.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175504.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175518.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175529.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175545.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175556.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175605.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175614.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175623.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175634.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175643.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175654.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175717.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175734.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175745.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175754.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175808.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175817.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175825.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175833.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175841.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175849.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175856.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175903.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708175957.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180010.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180033.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180044.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180059.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180108.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180143.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180157.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180203.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180211.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180220.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180230.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180243.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180253.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180306.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180321.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180331.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180348.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180358.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180405.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180416.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180444.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180501.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180516.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180549.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180602.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180610.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180621.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180633.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180640.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180652.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180706.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180802.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180813.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180905.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708180955.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181035.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181044.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181059.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181110.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181155.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181251.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180708181312.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714181818.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182129.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182137.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182152.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182201.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182207.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182213.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182221.jpg,Brick 1x2
Cropped Images,Brick_1x2,1_Brick_1x2_180714182250.jpg,Brick 1x2
